Date,Customer Name,Delarship,Year,Make,Model,KM,COLOR,Service Ready Time,Delivery Date,Day,Sales Rep,Type oF Payment,Licensing Instructions,,,,
"Friday, December 1, 2023",al,Toronto,2022,Ford,Crosstrek,32534,GRAY,11:00:00,14:00:00,"Tuesday, December 19, 2023",Jack Scott,F,NEW PLATES,,,,
"Friday, December 1, 2023",Kene,Vancouver,2010,Ford,X3,57257,RED,14:00:00,17:00:00,"Tuesday, December 19, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",Abhisar,Vancouver,2017,Mercedes,S-Class,67556,BLUE,9:00:00,12:00:00,"Tuesday, December 19, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",ASHAN,Vancouver,2003,BMW,Malibu,86645,WHITE,10:00:00,13:00:00,"Tuesday, December 19, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",ARTI,Vancouver,2017,Honda,Tiguan,70045,BLUE,12:00:00,15:00:00,"Tuesday, December 19, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",YAGNIK,Vancouver,2021,Volkswagen,Atlas,144215,WHITE,14:00:00,17:00:00,"Tuesday, December 19, 2023",Sebastian King,C,NEW PLATES,,,,
"Friday, December 1, 2023",Abdo Unknown,Vancouver,2021,BMW,X5,92283,GRAY,15:00:00,18:00:00,"Tuesday, December 19, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Friday, December 1, 2023",Mallisa ,Alberta,2008,Nissan,Murano,85022,RED,11:00:00,14:00:00,"Tuesday, December 19, 2023",Liam Johnson,F,NEW PLATES,,,,
"Friday, December 1, 2023",Caitlen,Alberta,2016,Mercedes,Camry,23722,RED,12:00:00,15:00:00,"Tuesday, December 19, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",Justine,Vancouver,2003,BMW,5 Series,103204,WHITE,12:00:00,15:00:00,"Tuesday, December 19, 2023",Lucas Clark,C,TEMP PLATES,,,,
"Friday, December 1, 2023",David ,Toronto,2005,Volkswagen,Golf,64010,GRAY,12:00:00,15:00:00,"Wednesday, December 20, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",HELVER,Vancouver,2001,Mercedes,Pathfinder,58018,BLACK,8:00:00,11:00:00,"Wednesday, December 20, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",Raj,Vancouver,2000,Subaru,Atlas,33205,BLACK,9:00:00,12:00:00,"Wednesday, December 20, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Friday, December 1, 2023",RIDWAN,Vancouver,2000,Chevrolet,X3,46367,WHITE,10:00:00,13:00:00,"Wednesday, December 20, 2023",Henry Walker,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",JAGDEEP,Alberta,2017,Mercedes,C-Class,74142,GRAY,12:00:00,15:00:00,"Wednesday, December 20, 2023",Lily Baker,F,NEW PLATES,,,,
"Friday, December 1, 2023",rad,Vancouver,2017,Nissan,Murano,77681,BLUE,13:00:00,16:00:00,"Wednesday, December 20, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",NITHIS,Vancouver,2001,Mercedes,S-Class,46695,WHITE,14:00:00,17:00:00,"Wednesday, December 20, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",NADANI,Vancouver,2017,Chevrolet,GLE,66077,SILVER,14:00:00,17:00:00,"Wednesday, December 20, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",YUVRAJ,Alberta,2017,Subaru,WRX,75384,BLUE,10:00:00,13:00:00,"Wednesday, December 20, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",VERONICA,Alberta,2015,Honda,Accord,15302,BLACK,15:00:00,18:00:00,"Wednesday, December 20, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Arun,Vancouver,2023,Nissan,E-Class,57353,BLACK,15:00:00,18:00:00,"Wednesday, December 20, 2023",Lucas Clark,F,NEW PLATES,,,,
"Friday, December 1, 2023",MIKE,Vancouver,2013,Ford,Corolla,73825,GRAY,15:00:00,18:00:00,"Wednesday, December 20, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",SUKHJINDER,Toronto,2013,Honda,Accord,48070,WHITE,11:00:00,14:00:00,"Thursday, December 21, 2023",Sebastian King,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",Kevin ,Vancouver,2002,Mercedes,Impreza,65491,BLACK,8:00:00,11:00:00,"Thursday, December 21, 2023",Lily Baker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Harry,Vancouver,2007,Mercedes,Corolla,11071,WHITE,10:00:00,13:00:00,"Thursday, December 21, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",mateo,Vancouver,2013,Hyundai,Sonata,158405,BLACK,12:00:00,15:00:00,"Thursday, December 21, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",ARSHDEEP,Vancouver,2023,Toyota,Camaro,29398,WHITE,10:00:00,13:00:00,"Thursday, December 21, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",Lemi,Vancouver,2006,Nissan,Crosstrek,74663,GRAY,12:00:00,15:00:00,"Thursday, December 21, 2023",Lily Baker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Alexandra,Vancouver,2021,Volkswagen,Pilot,36343,BLACK,12:00:00,15:00:00,"Thursday, December 21, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Richard,Vancouver,2003,Hyundai,Elantra,68516,BLACK,11:00:00,14:00:00,"Thursday, December 21, 2023",Liam Johnson,F,NEW PLATES,,,,
"Friday, December 1, 2023",Farhan,Toronto,2023,Volkswagen,Atlas,72643,GRAY,8:00:00,11:00:00,"Friday, December 22, 2023",Lily Baker,C,NEW PLATES,,,,
"Friday, December 1, 2023",JORDAN,Vancouver,2017,Hyundai,Civic,161261,GRAY,9:00:00,12:00:00,"Friday, December 22, 2023",Harper Wright,C,TEMP PLATES,,,,
"Friday, December 1, 2023",JASON,Vancouver,2022,Honda,GLE,49493,SILVER,10:00:00,13:00:00,"Friday, December 22, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Friday, December 1, 2023",tobi,Alberta,2023,Volkswagen,Tiguan,74498,GRAY,10:00:00,13:00:00,"Friday, December 22, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",ANDREW,Alberta,2005,Toyota,Camry,75580,WHITE,10:00:00,13:00:00,"Friday, December 22, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",Zoran,Vancouver,2003,Nissan,Tahoe,89546,BLUE,11:00:00,14:00:00,"Friday, December 22, 2023",Sebastian King,F,TRANSFER PLATES,,,,
"Friday, December 1, 2023",HARSH,Alberta,2005,Chevrolet,Tahoe,79183,RED,11:00:00,14:00:00,"Friday, December 22, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Rachit Modi,Vancouver,2018,Ford,Accord,81195,SILVER,12:00:00,15:00:00,"Friday, December 22, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",peter,Vancouver,2022,Chevrolet,4 Series,75582,WHITE,10:00:00,13:00:00,"Friday, December 22, 2023",Henry Walker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Mark,Vancouver,2006,Volkswagen,Jetta,4189,GREEN,12:00:00,15:00:00,"Friday, December 22, 2023",James Thompson,C,NEW PLATES,,,,
"Friday, December 1, 2023",Yusuf,Vancouver,2023,Ford,Accent,68171,RED,13:00:00,16:00:00,"Friday, December 22, 2023",Sebastian King,C,NEW PLATES,,,,
"Friday, December 1, 2023",Sijin,Alberta,2010,Toyota,Accent,75921,WHITE,13:00:00,16:00:00,"Friday, December 22, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",JAHOE,Vancouver,2010,Subaru,Impreza,78953,BLUE,14:00:00,17:00:00,"Friday, December 22, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",smielthul,Alberta,2006,BMW,X3,73320,BLACK,14:00:00,17:00:00,"Friday, December 22, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",Suren,Alberta,2021,Chevrolet,Rogue,98550,GRAY,15:00:00,18:00:00,"Friday, December 22, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",manpreet,Alberta,2007,Nissan,Rogue,81592,WHITE,15:00:00,18:00:00,"Friday, December 22, 2023",Jack Scott,F,NEW PLATES,,,,
"Friday, December 1, 2023",Denice,Alberta,2014,Volkswagen,Forester,90596,BLUE,15:00:00,18:00:00,"Friday, December 22, 2023",Lily Baker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Mohammed,Vancouver,2003,Mercedes,Tiguan,64702,GRAY,11:00:00,14:00:00,"Wednesday, December 27, 2023",James Thompson,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",CASSIDY,Vancouver,2023,Toyota,Prius,40247,GRAY,11:00:00,14:00:00,"Wednesday, December 27, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",ANDREW,Vancouver,2012,Chevrolet,Forester,154304,BLUE,11:00:00,14:00:00,"Wednesday, December 27, 2023",James Thompson,C,NEW PLATES,,,,
"Friday, December 1, 2023",Jim,Alberta,2019,Hyundai,Corolla,78484,GRAY,14:00:00,17:00:00,"Wednesday, December 27, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",ARASH,Vancouver,2004,Honda,Fit,73128,GRAY,11:00:00,17:00:00,"Wednesday, December 27, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Friday, December 1, 2023",Sam,Vancouver,2004,Mercedes,Impreza,16104,WHITE,11:00:00,14:00:00,"Wednesday, December 27, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Kelly Bianchi,Vancouver,2004,Ford,Fusion,42169,GRAY,11:00:00,14:00:00,"Wednesday, December 27, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Maninder,Vancouver,2014,Nissan,GLE,40227,BLACK ,11:00:00,14:00:00,"Wednesday, December 27, 2023",Jack Scott,C,NEW PLATES,,,,
"Friday, December 1, 2023",Ahmed,Vancouver,2002,BMW,Impala,84643,GRAY,11:00:00,14:00:00,"Wednesday, December 27, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Friday, December 1, 2023",Adam,Alberta,2008,Subaru,WRX,71979,BLACK,15:00:00,18:00:00,"Wednesday, December 27, 2023",Henry Walker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Melanie,Toronto,2014,Ford,GLA,81333,SILVER,9:00:00,12:00:00,"Thursday, December 28, 2023",Liam Johnson,C,NEW PLATES,,,,
"Friday, December 1, 2023",marqus,Toronto,2018,Mercedes,Outback,80811,GRAY,11:00:00,14:00:00,"Thursday, December 28, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",ILGAR,Toronto,2012,BMW,X5,11595,WHITE,11:00:00,14:00:00,"Thursday, December 28, 2023",Henry Walker,C,NEW PLATES,,,,
"Friday, December 1, 2023",Chandanroi,Toronto,2011,BMW,Santa Fe,64352,GRAY,10:00:00,13:00:00,"Thursday, December 28, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",Davinder,Toronto,2023,Subaru,Camry,79095,BLACK,10:00:00,13:00:00,"Thursday, December 28, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",Steve,Toronto,2006,Mercedes,GLA,80305,WHITE,9:00:00,12:00:00,"Thursday, December 28, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",gurpreet,Vancouver,2013,Chevrolet,Pilot,71887,BLUE,11:15:00,10:00:00,"Thursday, December 28, 2023",Harper Wright,C,NEW PLATES,,,,
"Friday, December 1, 2023",MICHAEL,Vancouver,2001,Nissan,Rogue,152209,GRAY,8:00:00,11:00:00,"Thursday, December 28, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Friday, December 1, 2023",STANLEY,Vancouver,2005,Honda,Civic,80804,WHITE,9:00:00,12:00:00,"Thursday, December 28, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Friday, December 1, 2023",Hashim,Vancouver,2013,Toyota,RAV4,66212,SILVER,9:00:00,12:00:00,"Thursday, December 28, 2023",Lily Baker,F,NEW PLATES,,,,
"Friday, December 1, 2023",Mannu,Vancouver,2001,Honda,Civic,71030,BLUE,10:00:00,13:00:00,"Thursday, December 28, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, December 1, 2023",Karbo,Vancouver,2011,Ford,Impreza,74104,SILVER,10:00:00,13:00:00,"Thursday, December 28, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",MIKE,Vancouver,2002,Volkswagen,Jetta,40596,BLACK,10:00:00,13:00:00,"Thursday, December 28, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",JOHN,Vancouver,2009,Honda,Prius,87432,BLUE,10:00:00,13:00:00,"Thursday, December 28, 2023",Jack Scott,C,NEW PLATES,,,,
"Friday, December 1, 2023",Frank,Vancouver,2002,Honda,Fit,16203,GRAY,10:00:00,13:00:00,"Thursday, December 28, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Friday, December 1, 2023",Joga Singh,Vancouver,2012,Chevrolet,Tahoe,65448,BLACK,15:00:00,18:00:00,"Thursday, December 28, 2023",Harper Wright,F,NEW PLATES,,,,
"Friday, December 1, 2023",QUSAI,Vancouver,2008,Chevrolet,Mustang,76607,BLACK,8:00:00,11:00:00,"Friday, December 29, 2023",Harper Wright,C,NEW PLATES,,,,
"Friday, December 1, 2023",Janet,Vancouver,2012,Nissan,CR-V,40861,BLACK,11:00:00,11:00:00,"Friday, December 29, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",ANCHALVIR,Vancouver,2014,Subaru,WRX,122071,WHITE,9:00:00,12:00:00,"Friday, December 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",SUNSHIT,Vancouver,2014,Volkswagen,C-Class,71869,WHITE,15:00:00,12:00:00,"Friday, December 29, 2023",Lily Baker,C,NEW PLATES,,,,
"Friday, December 1, 2023",GURPREET,Vancouver,2017,Hyundai,E-Class,224000,WHITE,0:00:00,13:00:00,"Friday, December 29, 2023",Lucas Clark,C,TEMP PLATES,,,,
"Friday, December 1, 2023",Paul,Vancouver,2022,Volkswagen,Jetta,44571,BLACK,10:00:00,13:00:00,"Friday, December 29, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Friday, December 1, 2023",GURWINDER,Vancouver,2016,Mercedes,S-Class,50412,GRAY,8:00:00,11:00:00,"Friday, December 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",Altaf,Vancouver,2016,Honda,Fit,185221,BLACK,10:00:00,13:00:00,"Friday, December 29, 2023",Henry Walker,C,TEMP PLATES,,,,
"Friday, December 1, 2023",Hasha,Toronto,2015,Honda,Fit,70509,WHITE,14:00:00,14:00:00,"Friday, December 29, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, December 1, 2023",Christie,Alberta,2019,Mercedes,GLE,112446,GRAY,16:00:00,19:00:00,"Friday, December 29, 2023",Liam Johnson,F,NEW PLATES,,,,
"Friday, December 1, 2023",DANIELLA,Alberta,2007,Ford,Fusion,66503,WHITE,16:00:00,19:00:00,"Friday, December 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, December 1, 2023",AKOM,Alberta,2010,Hyundai,Atlas,60237,GRAY,16:00:00,19:00:00,"Friday, December 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",GURFEWAK,Toronto,2017,Nissan,4 Series,69804,GRAY,10:00:00,13:00:00,"Wednesday, November 1, 2023",Sebastian King,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",Jennifer,Alberta,2011,Toyota,5 Series,48343,WHITE,14:00:00,17:00:00,"Wednesday, November 1, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Joseph Akindipe,Vancouver,2002,Hyundai,Elantra,76959,BLACK,9:00:00,12:00:00,"Wednesday, November 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",raj,Vancouver,2014,Ford,Rogue,65181,BLACK,14:00:00,17:00:00,"Wednesday, November 1, 2023",Sebastian King,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Bree Ivy,Vancouver,2019,Chevrolet,Camaro,94486,BLACK,15:00:00,18:00:00,"Wednesday, November 1, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",MOHAMMAD,Vancouver,2011,Mercedes,5 Series,94680,SILVER,15:00:00,18:00:00,"Wednesday, November 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Olena,Vancouver,2013,Hyundai,Accent,15254,BLUE,14:00:00,17:00:00,"Wednesday, November 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Karanpreet,Vancouver,2011,Ford,S-Class,44311,WHITE,8:00:00,11:00:00,"Thursday, November 2, 2023",Henry Walker,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",Sunny,Vancouver,2010,Subaru,Mustang,60234,BLACK,12:00:00,15:00:00,"Thursday, November 2, 2023",Lily Baker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Wale,Vancouver,2011,Mercedes,GLA,55582,BLACK,11:00:00,14:00:00,"Thursday, November 2, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",vald,Vancouver,2019,Honda,Accord,66120,WHITE,13:00:00,16:00:00,"Thursday, November 2, 2023",Harper Wright,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",DOUG,Vancouver,2020,Volkswagen,Atlas,53932,WHITE,13:00:00,18:00:00,"Thursday, November 2, 2023",Lily Baker,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",Vincent,Vancouver,2005,Mercedes,E-Class,13432,BLUE,11:00:00,11:00:00,"Friday, November 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Gabi,Toronto,2006,Volkswagen,Rogue,76652,GRAY,9:00:00,12:00:00,"Friday, November 3, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",GERRY,Vancouver,2008,Subaru,X3,80446,BLACK,9:00:00,12:00:00,"Friday, November 3, 2023",Jack Scott,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",PREET,Vancouver,2021,Ford,GLE,50097,WHITE,9:00:00,12:00:00,"Friday, November 3, 2023",Liam Johnson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Rafael,Vancouver,2008,Toyota,RAV4,29664,RED,10:00:00,13:00:00,"Friday, November 3, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Haris,Vancouver,2016,Honda,Civic,45650,BLACK,8:00:00,11:00:00,"Friday, November 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",SHANTEL,Vancouver,2003,Subaru,Pilot,50270,GRAY,9:00:00,12:00:00,"Friday, November 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Harjot,Vancouver,2023,Chevrolet,Silverado,67352,GRAY,14:00:00,17:00:00,"Friday, November 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Max,Vancouver,2000,Chevrolet,Accent,75188,BLACK,14:00:00,17:00:00,"Friday, November 3, 2023",Jack Scott,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",ROBERT ,Toronto,2016,BMW,S-Class,62017,WHITE,8:00:00,11:00:00,"Friday, November 3, 2023",Henry Walker,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",SARAH,Vancouver,2013,Hyundai,Jetta,37581,WHITE,15:00:00,18:00:00,"Friday, November 3, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",ALYSHA,Vancouver,2011,BMW,X3,109537,BLACK,15:00:00,18:00:00,"Friday, November 3, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023","
Dmitriy - BE BACK",Vancouver,2009,Nissan,Murano,67106,SILVER,11:00:00,14:00:00,"Monday, November 6, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",MARLO,Vancouver,2022,Mercedes,5 Series,190727,WHITE,11:00:00,18:00:00,"Monday, November 6, 2023",Jack Scott,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",SUKH,Vancouver,2013,Toyota,Sentra,67628,WHITE,11:00:00,14:00:00,"Monday, November 6, 2023",Lucas Clark,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Ajaykumar,Vancouver,2014,Subaru,Forester,24702,WHITE,13:00:00,16:00:00,"Monday, November 6, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Abdullah Ali,Vancouver,2010,BMW,Impala,28069,WHITE,15:00:00,18:00:00,"Monday, November 6, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",TOSIN,Vancouver,2016,Toyota,Camry,74548,SILVER,8:00:00,11:00:00,"Tuesday, November 7, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",AHMED,Vancouver,2006,Subaru,Impreza,26518,BLACK,10:00:00,13:00:00,"Tuesday, November 7, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",CHRIS,Vancouver,2005,Ford,Explorer,75802,WHITE,12:00:00,15:00:00,"Tuesday, November 7, 2023",Liam Johnson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",ROY,Vancouver,2003,Honda,Civic,64219,BLACK,12:00:00,15:00:00,"Tuesday, November 7, 2023",James Thompson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",ARASH,Vancouver,2012,BMW,Impreza,85794,BLACK,11:00:00,14:00:00,"Tuesday, November 7, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",JASON,Vancouver,2022,Chevrolet,Tahoe,62151,BLUE,15:00:00,18:00:00,"Tuesday, November 7, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",VISHWAS,Toronto,2000,Toyota,Prius,43108,BLACK,15:00:00,18:00:00,"Wednesday, November 8, 2023",James Thompson,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",efan,Vancouver,2012,Volkswagen,Jetta,68356,WHITE,8:00:00,11:00:00,"Wednesday, November 8, 2023",Sebastian King,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",Jegarj,Vancouver,2017,Volkswagen,Tiguan,90049,GRAY,9:00:00,12:00:00,"Wednesday, November 8, 2023",Sebastian King,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",QUANI,Vancouver,2017,Honda,Civic,72117,GRAY,14:00:00,17:00:00,"Wednesday, November 8, 2023",Jack Scott,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",chris,Vancouver,2000,Subaru,5 Series,43753,GRAY,14:00:00,17:00:00,"Wednesday, November 8, 2023",Jack Scott,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",KELLY,Vancouver,2002,Mercedes,GLE,60955,GRAY,11:00:00,14:00:00,"Wednesday, November 8, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Robert,Vancouver,2006,BMW,Elantra,54049,GRAY,12:00:00,17:00:00,"Wednesday, November 8, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",DAVID,Vancouver,2004,Subaru,Impreza,48328,SILVER,14:00:00,17:00:00,"Wednesday, November 8, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",MASSUDO,Vancouver,2001,Toyota,Passat,70587,BLACK,14:00:00,17:00:00,"Wednesday, November 8, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Franck Erwin,Vancouver,2004,Ford,Escape,34073,SILVER,9:00:00,12:00:00,"Wednesday, November 8, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",JOHN,Vancouver,2000,BMW,Camaro,7871,WHITE,15:00:00,18:00:00,"Wednesday, November 8, 2023",Liam Johnson,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Allan,Vancouver,2013,Chevrolet,Impala,71724,WHITE,14:00:00,11:00:00,"Thursday, November 9, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",GAVRISH ABRO,Toronto,2010,Subaru,Impala,58983,BLACK,9:00:00,12:00:00,"Thursday, November 9, 2023",Lily Baker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Shantelle,Toronto,2003,Toyota,Mustang,50441,BLACK,9:00:00,12:00:00,"Thursday, November 9, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",ARCADIO,Vancouver,2017,Volkswagen,Camry,42252,BLUE,14:00:00,17:00:00,"Thursday, November 9, 2023",Sebastian King,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",val,Vancouver,2011,Chevrolet,E-Class,74294,BLACK,15:00:00,18:00:00,"Thursday, November 9, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",Danjeet,Vancouver,2004,Mercedes,Civic,69302,GRAY,15:00:00,18:00:00,"Thursday, November 9, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",Jessica,Toronto,2009,Toyota,Camry,220235,WHITE,18:00:00,15:00:00,"Friday, November 10, 2023",Harper Wright,C,NEW PLATES,,,,
"Wednesday, November 1, 2023",ZAID,Toronto,2005,BMW,4 Series,67415,BLACK,8:00:00,11:00:00,"Friday, November 10, 2023",Jack Scott,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",CANDIS,Toronto,2004,Chevrolet,Impala,19046,BLUE,9:00:00,12:00:00,"Friday, November 10, 2023",Lucas Clark,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",simer,Toronto,2020,Volkswagen,Jetta,79883,GRAY,9:00:00,12:00:00,"Friday, November 10, 2023",Henry Walker,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",SUKH,Vancouver,2023,Hyundai,Impala,118,WHITE,19:00:00,11:00:00,"Friday, November 10, 2023",Harper Wright,F,NEW PLATES,,,,
"Wednesday, November 1, 2023",JOHN,Vancouver,2016,Toyota,Atlas,41526,GRAY,21:00:00,0:00:00,"Friday, November 10, 2023",Charlotte Adams,C,NEW PLATES,,,,
